System,Chains,Sweeps,Accuracy
Hakaru,31,13,1.000000
Hakaru,31,14,1.000000
Hakaru,31,15,1.000000
Hakaru,32,1,0.976000
Hakaru,32,2,1.000000
Hakaru,32,3,1.000000
Hakaru,32,4,1.000000
Hakaru,32,5,1.000000
Hakaru,32,6,1.000000
Hakaru,32,7,1.000000
Hakaru,32,8,1.000000
Hakaru,32,9,1.000000
Hakaru,32,10,1.000000
Hakaru,32,11,1.000000
Hakaru,32,12,1.000000
Hakaru,32,13,1.000000
Hakaru,32,14,1.000000
Hakaru,32,15,1.000000
Hakaru,33,1,0.904000
Hakaru,33,2,1.000000
Hakaru,33,3,1.000000
Hakaru,33,4,1.000000
Hakaru,33,5,1.000000
Hakaru,33,6,1.000000
Hakaru,33,7,1.000000
Hakaru,33,8,1.000000
Hakaru,33,9,1.000000
Hakaru,33,10,1.000000
Hakaru,33,11,1.000000
Hakaru,33,12,1.000000
Hakaru,33,13,1.000000
Hakaru,33,14,1.000000
Hakaru,33,15,1.000000
Hakaru,34,1,0.848000
Hakaru,34,2,0.848000
Hakaru,34,3,0.992000
Hakaru,34,4,1.000000
Hakaru,34,5,1.000000
Hakaru,34,6,1.000000
Hakaru,34,7,1.000000
Hakaru,34,8,1.000000
Hakaru,34,9,1.000000
Hakaru,34,10,1.000000
Hakaru,34,11,1.000000
Hakaru,34,12,1.000000
Hakaru,34,13,1.000000
Hakaru,34,14,1.000000
Hakaru,34,15,1.000000
Hakaru,35,1,0.880000
Hakaru,35,2,0.996000
Hakaru,35,3,0.996000
Hakaru,35,4,1.000000
Hakaru,35,5,0.996000
Hakaru,35,6,1.000000
Hakaru,35,7,0.996000
Hakaru,35,8,0.996000
Hakaru,35,9,0.996000
Hakaru,35,10,1.000000
Hakaru,35,11,1.000000
Hakaru,35,12,0.996000
Hakaru,35,13,1.000000
Hakaru,35,14,1.000000
Hakaru,35,15,0.996000
Hakaru,36,1,0.856000
Hakaru,36,2,0.880000
Hakaru,36,3,0.896000
Hakaru,36,4,1.000000
Hakaru,36,5,1.000000
Hakaru,36,6,1.000000
Hakaru,36,7,1.000000
Hakaru,36,8,1.000000
Hakaru,36,9,1.000000
Hakaru,36,10,1.000000
Hakaru,36,11,1.000000
Hakaru,36,12,1.000000
Hakaru,36,13,1.000000
Hakaru,36,14,1.000000
Hakaru,36,15,1.000000
Hakaru,37,1,0.692000
Hakaru,37,2,0.856000
Hakaru,37,3,0.988000
Hakaru,37,4,1.000000
Hakaru,37,5,1.000000
Hakaru,37,6,1.000000
Hakaru,37,7,1.000000
Hakaru,37,8,1.000000
Hakaru,37,9,1.000000
Hakaru,37,10,1.000000
Hakaru,37,11,1.000000
Hakaru,37,12,1.000000
Hakaru,37,13,1.000000
Hakaru,37,14,1.000000
Hakaru,37,15,1.000000
Hakaru,38,1,0.936000
Hakaru,38,2,1.000000
Hakaru,38,3,1.000000
Hakaru,38,4,1.000000
Hakaru,38,5,1.000000
Hakaru,38,6,0.996000
Hakaru,38,7,1.000000
Hakaru,38,8,1.000000
Hakaru,38,9,0.996000
Hakaru,38,10,1.000000
Hakaru,38,11,1.000000
Hakaru,38,12,1.000000
Hakaru,38,13,1.000000
Hakaru,38,14,1.000000
Hakaru,38,15,1.000000
Hakaru,39,1,0.804000
Hakaru,39,2,0.996000
Hakaru,39,3,1.000000
Hakaru,39,4,1.000000
Hakaru,39,5,1.000000
Hakaru,39,6,1.000000
Hakaru,39,7,1.000000
Hakaru,39,8,1.000000
Hakaru,39,9,1.000000
Hakaru,39,10,1.000000
Hakaru,39,11,1.000000
Hakaru,39,12,1.000000
Hakaru,39,13,1.000000
Hakaru,39,14,1.000000
Hakaru,39,15,1.000000
Hakaru,40,1,0.832000
Hakaru,40,2,0.872000
Hakaru,40,3,0.924000
Hakaru,40,4,0.996000
Hakaru,40,5,1.000000
Hakaru,40,6,1.000000
Hakaru,40,7,1.000000
Hakaru,40,8,1.000000
Hakaru,40,9,1.000000
Hakaru,40,10,1.000000
Hakaru,40,11,1.000000
Hakaru,40,12,1.000000
Hakaru,40,13,1.000000
Hakaru,40,14,1.000000
Hakaru,40,15,1.000000
